15,2009.0,,2001.0,,,1973.0,2001.0,,1972.0,,,,1945,1989.0,,,1954.0
16,2010.0,,2002.0,,,1974.0,2002.0,,1973.0,,,,1946,1990.0,,,1955.0
17,2011.0,,2003.0,,,1975.0,2003.0,,1974.0,,,,1947,1991.0,,,1956.0
18,2012.0,,2004.0,,,1976.0,2004.0,,1975.0,,,,1948,1992.0,,,1969.0
19,2013.0,,2005.0,,,1977.0,2005.0,,1976.0,,,,1949,1993.0,,,
20,2014.0,,,,,1978.0,2013.0,,1977.0,,,,1950,1994.0,,,
21,2015.0,,,,,1979.0,2014.0,,1978.0,,,,1951,1995.0,,,
22,2016.0,,,,,1980.0,2015.0,,1979.0,,,,1952,1996.0,,,
23,2017.0,,,,,1981.0,2016.0,,1980.0,,,,1953,1997.0,,,
24,,,,,,1982.0,2017.0,,1981.0,,,,1954,1998.0,,,
25,,,,,,1983.0,,,1982.0,,,,1955,1999.0,,,
26,,,,,,1984.0,,,1983.0,,,,1956,2000.0,,,
27,,,,,,1985.0,,,1984.0,,,,1957,2001.0,,,
28,,,,,,1986.0,,,1985.0,,,,1958,2002.0,,,
29,,,,,,1987.0,,,1986.0,,,,1959,2003.0,,,
30,,,,,,1988.0,,,1987.0,,,,1960,2004.0,,,
31,,,,,,1989.0,,,1988.0,,,,1961,2005.0,,,
32,,,,,,1990.0,,,1989.0,,,,1962,,,,
33,,,,,,1991.0,,,1990.0,,,,1963,,,,
34,,,,,,1992.0,,,1991.0,,,,1964,,,,
35,,,,,,1993.0,,,1992.0,,,,1965,,,,
36,,,,,,1994.0,,,1993.0,,,,1966,,,,
37,,,,,,1995.0,,,1994.0,,,,1967,,,,
38,,,,,,1996.0,,,1995.0,,,,1968,,,,
39,,,,,,1997.0,,,1996.0,,,,1969,,,,
40,,,,,,1998.0,,,1997.0,,,,1970,,,,
41,,,,,,1999.0,,,1998.0,,,,1971,,,,
42,,,,,,2000.0,,,1999.0,,,,1972,,,,
43,,,,,,2001.0,,,2000.0,,,,1973,,,,
44,,,,,,2002.0,,,2001.0,,,,1974,,,,
45,,,,,,2003.0,,,2002.0,,,,1975,,,,
46,,,,,,2004.0,,,2003.0,,,,1976,,,,
47,,,,,,2005.0,,,2004.0,,,,1977,,,,
48,,,,,,,,,2005.0,,,,1978,,,,
49,,,,,,,,,,,,,1979,,,,
50,,,,,,,,,,,,,1980,,,,
51,,,,,,,,,,,,,1981,,,,
52,,,,,,,,,,,,,1982,,,,
53,,,,,,,,,,,,,1983,,,,
54,,,,,,,,,,,,,1984,,,,
55,,,,,,,,,,,,,1985,,,,
56,,,,,,,,,,,,,1986,,,,
57,,,,,,,,,,,,,1987,,,,
58,,,,,,,,,,,,,1988,,,,
59,,,,,,,,,,,,,1989,,,,
60,,,,,,,,,,,,,1990,,,,
61,,,,,,,,,,,,,1991,,,,
62,,,,,,,,,,,,,1992,,,,
63,,,,,,,,,,,,,1993,,,,
64,,,,,,,,,,,,,1994,,,,
65,,,,,,,,,,,,,1995,,,,
66,,,,,,,,,,,,,1996,,,,
67,,,,,,,,,,,,,1997,,,,
68,,,,,,,,,,,,,1998,,,,
69,,,,,,,,,,,,,1999,,,,
70,,,,,,,,,,,,,2000,,,,
71,,,,,,,,,,,,,2001,,,,
72,,,,,,,,,,,,,2002,,,,
73,,,,,,,,,,,,,2003,,,,
74,,,,,,,,,,,,,2004,,,,
75,,,,,,,,,,,,,2005,,,,
76,,,,,,,,,,,,,2006,,,,
77,,,,,,,,,,,,,2007,,,,
78,,,,,,,,,,,,,2008,,,,
79,,,,,,,,,,,,,2009,,,,
80,,,,,,,,,,,,,2010,,,,
81,,,,,,,,,,,,,2011,,,,
82,,,,,,,,,,,,,2012,,,,
83,,,,,,,,,,,,,2013,,,,
84,,,,,,,,,,,,,2014,,,,
85,,,,,,,,,,,,,2015,,,,
86,,,,,,,,,,,,,2016,,,,
87,,,,,,,,,,,,,2017,,,,
